p_no	player_name	KBO_id	img_url	back_no	birth	position	height	weight	history	signing_fee	salary	draft	join_year	IDKEY	Year	Age	Pos.	G	hand	player_type	b_AB	b_AVG	p_BK	p_CG	b_CS	p_ER	p_ERA	p_FIP	b_GDP	p_GF	p_GR	p_GS	p_HD	p_IP	p_L	b_OBP	b_OPS	b_PA	b_R/ePA	p_RA9	b_RBI	p_ROE	p_S	b_SB	b_SF	b_SH	p_SHO	b_SLG	b_TB	p_TBF	p_W	p_WHIP	p_WP	b_2B	b_3B	b_BB	b_H	b_HP	b_HR	b_IB	b_R	b_SO	b_WAR	b_dWAR	b_ePA	b_oWAR	p_2B	p_3B	p_BB	p_H	p_HP	p_HR	p_IB	p_R	p_SO	p_WAR	p_rRA	p_rRA9	b_wRC+
11198	박계범	64468	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64468.jpg	14.0	1996년 01월 11일	내야수(우투우타)	177.0	84.0	순천북초-순천이수중-효천고-삼성-상무-삼성	11000만원	6800만원	14 삼성 2차 2라운드 17순위	14삼성	OB	2025.0	29.0	2B	85.0	right	batter	158.0	0.266			1.0				4.0							0.324	0.691	180.0	0.107		27.0			3.0	1.0	7.0		0.367	58.0					9.0	2.0	13.0	42.0	1.0	1.0	0.0	20.0	42.0	0.26	-0.27	173.0	0.53													92.8
13070	박신지	68249	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68249.jpg	49.0	1999년 07월 16일	투수(우투우타)	185.0	75.0	목암초(의정부리틀)-영동중-경기고-두산-상무	14000만원	3200만원	18 두산 2차 1라운드 10순위	18두산	OB	2025.0	26.0	P	52.0	right	pitcher			0.0	0.0		18.0	2.73	4.53		7.0	52.0	0.0	5.0	59.1	4.0					3.34		3.0	0.0				0.0			259.0	2.0	1.38	8.0														15.0	3.0	28.0	54.0	5.0	3.0	6.0	22.0	35.0	0.75	31.0	4.7	
16287	박준순	55252	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55252.jpg	52.0	2006년 07월 13일	내야수(우투우타)	180.0	80.0	배봉초(동대문구리틀)-청량중-덕수고	26000만원	3000만원	25 두산 1라운드 6순위	25두산	OB	2025.0	19.0	3B	83.0	right	batter	266.0	0.297			2.0				6.0							0.319	0.717	281.0	0.107		19.0			8.0	3.0	2.0		0.398	106.0					11.0	2.0	9.0	79.0	1.0	4.0	0.0	34.0	47.0	0.19	-0.54	279.0	0.73													91.8
12522	박준영	66928	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66928.jpg	16.0	1997년 08월 05일	내야수(우투우타)	180.0	90.0	서울도곡초(남양주리틀)-잠신중-경기고-NC	20000만원	8500만원	16 NC 1차	16NC	OB	2025.0	28.0	SS	41.0	right	batter	111.0	0.225			0.0				1.0							0.304	0.628	126.0	0.087		10.0			3.0	1.0	1.0		0.324	36.0					8.0	0.0	10.0	25.0	3.0	1.0	0.0	9.0	32.0	0.07	-0.29	125.0	0.37													74.4
12850	박치국	67266	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67266.jpg	1.0	1998년 03월 10일	투수(우언우타)	177.0	78.0	인천숭의초-인천신흥중-제물포고	14000만원	11000만원	17 두산 2차 1라운드 10순위	17두산	OB	2025.0	27.0	P	68.0	right	pitcher			0.0	0.0		26.0	4.01	3.83		11.0	68.0	0.0	14.0	58.1	4.0					5.4		6.0	2.0				0.0			255.0	4.0	1.29	0.0														15.0	0.0	20.0	55.0	7.0	4.0	1.0	35.0	54.0	0.01	35.5	5.48	
14771	안재석	51203	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51203.jpg	62.0	2002년 02월 15일	내야수(우투좌타)	185.0	75.0	성내초(강동구리틀)-배재중-서울고	20000만원	4300만원	21 두산 1차	21두산	OB	2025.0	23.0	DH	23.0	left	batter	87.0	0.345			0.0				3.0							0.394	0.98	95.0	0.198		14.0			0.0	0.0	1.0		0.586	51.0					10.0	1.0	7.0	30.0	0.0	3.0	1.0	15.0	18.0	1.23	0.11	93.0	1.12													165.5
11213	양석환	64153	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64153.jpg	53.0	1991년 07월 15일	내야수(우투우타)	185.0	90.0	백운초-신일중-신일고-동국대-LG-상무-LG	9000만원	30000만원	14 LG 2차 3라운드 28순위	14LG	OB	2025.0	34.0	1B	64.0	right	batter	231.0	0.242			0.0				6.0							0.323	0.704	263.0	0.111		25.0			0.0	3.0	0.0		0.381	88.0					14.0	0.0	24.0	56.0	5.0	6.0	1.0	29.0	72.0	0.86	0.49	262.0	0.37													96.1
10165	양의지	76232	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76232.jpg	25.0	1987년 06월 05일	포수(우투우타)	180.0	95.0	송정동초-무등중-진흥고-두산-경찰-두산-NC	3000만원	160000만원	06 두산 2차 8라운드 59순위	06두산	OB	2025.0	38.0	C	126.0	right	batter	447.0	0.338			2.0				9.0							0.407	0.944	509.0	0.19		87.0			4.0	6.0	0.0		0.537	240.0					27.0	1.0	49.0	151.0	7.0	20.0	6.0	56.0	62.0	6.58	0.15	506.0	6.44													163.5
14737	오명진	50208	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50208.jpg	6.0	2001년 09월 04일	내야수(우투좌타)	179.0	79.0	대전신흥초-한밭중-세광고	5000만원	3100만원	20 두산 2차 6라운드 59순위	20두산	OB	2025.0	24.0	2B	99.0	left	batter	320.0	0.269			2.0				3.0							0.327	0.702	357.0	0.109		41.0			5.0	3.0	5.0		0.375	120.0					14.0	4.0	26.0	86.0	3.0	4.0	1.0	38.0	89.0	1.92	0.65	351.0	1.27													93.6
12568	이영하	66291	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66291.jpg	50.0	1997년 11월 01일	투수(우투우타)	192.0	91.0	영일초-강남중-선린인터넷고	35000만원	18000만원	16 두산 1차	17두산	OB	2025.0	28.0	P	67.0	right	pitcher			0.0	0.0		29.0	4.23	3.99		6.0	67.0	0.0	13.0	61.2	4.0					4.67		5.0	0.0				0.0			277.0	4.0	1.52	7.0														9.0	0.0	35.0	59.0	5.0	4.0	2.0	32.0	68.0	1.02	30.3	4.42	
12894	이유찬	67207	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67207.jpg	13.0	1998년 08월 05일	내야수(우투우타)	175.0	68.0	동막초-천안북중-북일고-두산-상무	6000만원	10500만원	17 두산 2차 5라운드 50순위	17두산	OB	2025.0	27.0	SS	79.0	right	batter	256.0	0.246			2.0				4.0							0.331	0.628	296.0	0.095		16.0			11.0	1.0	6.0		0.297	76.0					8.0	1.0	31.0	63.0	2.0	1.0	0.0	35.0	62.0	0.8	-0.24	290.0	1.04													81.1
16069	임종성	54236	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54236.jpg	3.0	2005년 03월 03일	내야수(우투우타)	183.0	90.0	본리초-대구중-경북고	10000만원	3100만원	24 두산 3라운드 22순위	24두산	OB	2025.0	20.0	3B	33.0	right	batter	83.0	0.277			0.0				1.0							0.307	0.705	89.0	0.101		11.0			1.0	1.0	1.0		0.398	33.0					4.0	0.0	3.0	23.0	1.0	2.0	0.0	7.0	26.0	0.62	0.38	88.0	0.24													85.8
16299	잭로그	55239	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55239.jpg	39.0	1996년 04월 23일	투수(좌투좌타)	183.0	84.0	미국 Archbishop Moeller(고)-미국 Kentucky(대)	100000달러	700000달러	25 두산 자유선발	25두산	OB	2025.0	29.0	P	27.0	left	pitcher			0.0	0.0		54.0	3.02	3.42		0.0	0.0	27.0	0.0	161.0	8.0					3.58		13.0	0.0				0.0			664.0	9.0	1.07	4.0														24.0	3.0	37.0	135.0	17.0	8.0	0.0	64.0	138.0	5.16	61.55	3.44	
10195	정수빈	79231	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79231.jpg	31.0	1990년 10월 07일	외야수(좌투좌타)	175.0	70.0	수원신곡초-수원북중-유신고-두산-경찰	6000만원	60000만원	09 두산 2차 5라운드 39순위	09두산	OB	2025.0	35.0	CF	127.0	left	batter	448.0	0.261			13.0				7.0							0.358	0.708	529.0	0.124		38.0			25.0	4.0	7.0		0.35	157.0					14.0	4.0	59.0	117.0	11.0	6.0	2.0	87.0	53.0	2.7	0.5	521.0	2.2													106.2
12524	조수행	66209	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66209.jpg	51.0	1993년 08월 30일	외야수(우투좌타)	178.0	73.0	노암초-경포중-강릉고-건국대-두산-상무	14000만원	20000만원	16 두산 2차 1라운드 5순위	16두산	OB	2025.0	32.0	LF	97.0	left	batter	103.0	0.243			7.0				1.0							0.31	0.592	120.0	0.077		9.0			25.0	0.0	7.0		0.282	29.0					4.0	0.0	10.0	25.0	0.0	0.0	0.0	26.0	24.0	-0.34	-0.14	113.0	-0.19													66.8
16288	최민석	55268	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55268.jpg	68.0	2006년 07월 02일	투수(우투우타)	188.0	84.0	중대초-양천중-서울고	15000만원	3000만원	25 두산 2라운드 16순위	25두산	OB	2025.0	19.0	P	16.0	right	pitcher			1.0	0.0		33.0	3.98	4.81		0.0	2.0	14.0	0.0	74.2	2.0					4.22		3.0	0.0				0.0			314.0	3.0	1.29	4.0														14.0	1.0	31.0	65.0	5.0	7.0	1.0	35.0	51.0	1.96	32.6	3.93	
14770	최승용	51264	https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51264.jpg	28.0	2001년 05월 11일	투수(좌투좌타)	190.0	87.0	양오초-모가중-소래고	8000만원	8500만원	21 두산 2차 2라운드 20순위	21두산	OB	2025.0	24.0	P	21.0	left	pitcher			0.0	0.0		48.0	4.05	4.24		0.0	0.0	21.0	0.0	106.2	5.0					4.3		5.0	0.0				0.0			462.0	5.0	1.32	4.0														17.0	3.0	34.0	107.0	6.0	6.0	0.0	51.0	65.0	2.21	50.3	4.24	
